text,sentiment,clean_text
KCBBBB system imekuwa down for wiki nzima sina access kwa pesa zangu hii ni wack,Negative,kcb system imekuwa down for wiki nzima sina access kwa pesa zangu hii ni wack
Little app customer service ni wajinga nimetuma complaint mara nne hakuna majibu 💔,Negative,little app customer service ni wajinga nimetuma complaint mara nne hakuna majibu
"Asante Mungu KCB transaction ilifanikiwa fast leo, pesa zikaingia haraka 😎",Positive,"asante mungu kcb transaction ilifanikiwa fast leo, pesa zikaingia haraka"
"Aki nashukuru, Uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri 😎",Positive,"aki nashukuru, uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri"
"Leo nimetumia Uber Kenya kutoka town kwenda home, ride ilikuwa sio mbaya sio mzuri",Neutral,"leo nimetumia uber kenya kutoka town kwenda home, ride ilikuwa sio mbaya sio mzuri"
"Sijui surge pricing ya Uber Kenya leo ni wizi wa mchana, walinitoza 200 bob extra bila reason 😭",Negative,"sijui surge pricing ya uber kenya leo ni wizi wa mchana, walinitoza 200 bob extra bila reason"
Kama umekosa maadui basi upo mbali sana na mafanikio,Neutral,kama umekosa maadui basi upo mbali sana na mafanikio
Anyoneee knows KCB app transaction limit kwa siku ni ngapi,Neutral,anyone knows kcb app transaction limit kwa siku ni ngapi
little cab helpline ni wajuaji nimetuma complaint mara nne hakuna majibu 😡,Negative,little cab helpline ni wajuaji nimetuma complaint mara nne hakuna majibu
BASHUNGWA TUUNGE MKONO BIDHAA ZA NDANI MADE IN TANZANIA,Positive,bashungwa tuunge mkono bidhaa za ndani made in tanzania
"Little Cab support walinijibu after a day, response time ilikuwa sio mbaya sio mzuri",Neutral,"little cab support walinijibu after a day, response time ilikuwa sio mbaya sio mzuri"
Kuna mtu amewahi switch kutoka M-Pesa app kwenda Equiteeeel? How was the process,Neutral,kuna mtu amewahi switch kutoka m-pesa app kwenda equitel? how was the process
"Nimepoteza balance yangu kwa M-Shwari kwa transaction iliyofail lkn hawajarudisha pesa, customer care ni stooory mbaya",Negative,"nimepoteza balance yangu kwa m-shwari kwa transaction iliyofail lkn hawajarudisha pesa, customer care ni story mbaya"
nataka kuelewa uber kenya wananiitia surge kila saa za jioni ata siku ya jua nzuri hii ni biashara ya kuninoma tu sitaongea na huyo driver tena,Negative,nataka kuelewa uber kenya wananiitia surge kila saa za jioni ata siku ya jua nzuri hii ni biashara ya kuninoma tu sitaongea na huyo driver tena
"Safaricom network speed leo ni tu vile ni, sio mbaya sanaaa",Neutral,"safaricom network speed leo ni tu vile ni, sio mbaya sana"
"kwn Telkom network imekufa since morning, sina connection kabisa 😡",Negative,"kwn telkom network imekufa since morning, sina connection kabisa"
"Why does Uber Kenya cancel my ride bila warning, nimepoteza 5k kwa cancellation fee, ya kuninyonya sana hii",Negative,"why does uber kenya cancel my ride bila warning, nimepoteza 5k kwa cancellation fee, ya kuninyonya sana hii"
Anyone knows Safaricom customer care numbeeeeer mpya?,Neutral,anyone knows safaricom customer care number mpya?
Ahsante kwa kuliwasilisha tatizo lako hapasamahani ndugu mteja mpaka leo unapatwa na changamoto ya mtandao wa intaneti kuwa chini sanaLM,Negative,ahsante kwa kuliwasilisha tatizo lako hapasamahani ndugu mteja mpaka leo unapatwa na changamoto ya mtandao wa intaneti kuwa chini sanalm
Nimeonaaaaa Equity Bank wameongeza terms sijasoma zote,Neutral,nimeona equity bank wameongeza terms sijasoma zote
Nimetuma 2k kupitia M-Shwari na ikafika instant no delays service ni top 🙏🏾,Positive,nimetuma 2k kupitia m-shwari na ikafika instant no delays service ni top
Mwenendo wa wastani wa pato la taifa kwa mtu mmoja mmoja GDP per capita kwa mikoa 10 bora  kuanzia mwaka 2004,Neutral,mwenendo wa wastani wa pato la taifa kwa mtu mmoja mmoja gdp per capita kwa mikoa 10 bora kuanzia mwaka 2004
"Nimepoteza 200 bob kwa KCB app kwa transaction iliyofail lakiniii hawajarudisha pesa, helpline ni wasee wa kukalia pesa za watu",Negative,"nimepoteza 200 bob kwa kcb app kwa transaction iliyofail lakini hawajarudisha pesa, helpline ni wasee wa kukalia pesa za watu"
Niseme tu Bolt app wameokoa siku yangu dere alikuja mapema na gari safi 💪🏾,Positive,niseme tu bolt app wameokoa siku yangu dere alikuja mapema na gari safi
"Airtel wameniongezea 10k bila kunieleza, hii ni wizi wa ya kunidunda",Negative,"airtel wameniongezea 10k bila kunieleza, hii ni wizi wa ya kunidunda"
"Big up Uber Kenya for the fast response, this app is mzuri sana sasa 🔥🔥",Positive,"big up uber kenya for the fast response, this app is mzuri sana sasa"
"Big up Equitel kwa kuongeza interest rate poa kwa savings, nimeokoa pesa zangu zote mwezi huu ✅",Positive,"big up equitel kwa kuongeza interest rate poa kwa savings, nimeokoa pesa zangu zote mwezi huu"
Masauni abanwa suala la mimba gerezaniMtazuia vipi mimba,Neutral,masauni abanwa suala la mimba gerezanimtazuia vipi mimba
Littleeee app app,Negative,little app app
"Tala wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante saaana",Positive,"tala wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
"Oh wow Faraaaas, thank you so much for cancelling my ride after since morning of waiting, very professional indeed 😂",Negative,"oh wow faras, thank you so much for cancelling my ride after since morning of waiting, very professional indeed"
"Nimesubiri Booolt dakika kumi bila dere kupatikana, app inanidunda 😤",Negative,"nimesubiri bolt dakika kumi bila dere kupatikana, app inanidunda"
"Nashangaa kama Airtel watabadilisha bundle prices mwezi huu, bado nasubiri",Neutral,"nashangaa kama airtel watabadilisha bundle prices mwezi huu, bado nasubiri"
Anasema Kuvuka mia kukanyaga mavi bure,Neutral,anasema kuvuka mia kukanyaga mavi bure
"Ai surge pricing ya Uber Kenya leo ni wizi wa mchana, walinitoza 2k extra bila reason",Negative,"ai surge pricing ya uber kenya leo ni wizi wa mchana, walinitoza 2k extra bila reason"
Habari Ahsante pia kwa kushukuru na usijali kabisa katika hilo tuko pamoja sana mdau wetu wa nguvu Hongera sana EN,Neutral,habari ahsante pia kwa kushukuru na usijali kabisa katika hilo tuko pamoja sana mdau wetu wa nguvu hongera sana en
Shout out kwaaaaa Little app dere wa leo alinipeleka mahali fast bila stress top notch kabisa,Positive,shout out kwa little app dere wa leo alinipeleka mahali fast bila stress top notch kabisa
nimetuma 200 bob kupitia equity bank na ikafika instant no delays service ni top 💪🏾,Positive,nimetuma 200 bob kupitia equity bank na ikafika instant no delays service ni top
Msemaji wa Serikali Dk Abbasi atunukiwa Cheti cha Uprofesa nchini China Mkurugenzi wa Idara ya HabariMAELEZO na Msemaji Mkuu wa Serikali Dk Hassan Abbasi ametunukiwa cheti cha,Positive,msemaji wa serikali dk abbasi atunukiwa cheti cha uprofesa nchini china mkurugenzi wa idara ya habarimaelezo na msemaji mkuu wa serikali dk hassan abbasi ametunukiwa cheti cha
nimetuma 5k kupitia equity bank na ikafika instant no delays service ni top 🙏🏾,Positive,nimetuma 5k kupitia equity bank na ikafika instant no delays service ni top
"Equitel loan approval ilikuja within minutes, hii app ni mzuri saaana kweli",Positive,"equitel loan approval ilikuja within minutes, hii app ni mzuri sana kweli"
"Kwani Faras wanafikiria sisi hatuna kazi ya kusubiri siku tatu? Mnatuchezea sana, na bado mnatutoza 1000 bob extra, hii ni upuuzi mtupu wa ya kuniboo",Negative,"kwani faras wanafikiria sisi hatuna kazi ya kusubiri siku tatu? mnatuchezea sana, na bado mnatutoza 10 bob extra, hii ni upuuzi mtupu wa ya kuniboo"
"Shout out kwa Uber Kenya rider wa leo, alinipeleka mahali fast bila stress, bomba kabisa",Positive,"shout out kwa uber kenya rider wa leo, alinipeleka mahali fast bila stress, bomba kabisa"
Hii Uber driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni mbaya kabisa 👎🏾,Negative,hii uber driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni mbaya kabisa
That Little Cab rider alikuwa sawa kabisa polite na anajua route naye anaongea Sheng poa ✅,Positive,that little cab rider alikuwa sawa kabisa polite na anajua route naye anaongea sheng poa
This Bolt app keeps crashing kudunda kila time nina-book ride mbogi ya customer care ni story mbaya 💔,Negative,this bolt app keeps crashing kudunda kila time nina-book ride mbogi ya customer care ni story mbaya
KCB app inadunda kila siku sijawahi login bila error hii ni ya kunigonga vibaya kabisa 🤦🏾‍♂️,Negative,kcb app inadunda kila siku sijawahi login bila error hii ni ya kunigonga vibaya kabisa
Little Cab app imeupdate sijui kama features mpya ni poa au sio sina maoni mengi,Neutral,little cab app imeupdate sijui kama features mpya ni poa au sio sina maoni mengi
Honestly Uber customer care walinisaidia wadau fast pole pole wanaboresha 💪🏾,Positive,honestly uber customer care walinisaidia wadau fast pole pole wanaboresha
"Safaricom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni smooth kweli",Positive,"safaricom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni smooth kweli"
Nashukuru Safaricom kwa bundle offer mpya data ni cheap na fast,Positive,nashukuru safaricom kwa bundle offer mpya data ni cheap na fast
"Big up Bolt app for the fast pickup, this app is ya kunibamba sasa 🎉",Positive,"big up bolt app for the fast pickup, this app is ya kunibamba sasa"
nashukuru kcb customer care walinisaidia kurudisha ile pesa ilikuwa imepotea huduma ni fya,Positive,nashukuru kcb customer care walinisaidia kurudisha ile pesa ilikuwa imepotea huduma ni fya
Alaa Uber driver amenikataa booking mara tatu hii ni ya kuninoma 😤,Negative,alaa uber driver amenikataa booking mara tatu hii ni ya kuninoma
"Bana Bolt app driver amenikataa booking mara tatu, hii ni ya kuninyonya 💔",Negative,"bana bolt app driver amenikataa booking mara tatu, hii ni ya kuninyonya"
Habari Ahsante kwa kuwasiliana nasi pole kwa usumbufu tunaomba kufahamu bado tatizo la kupiga simu linaendelea GL,Neutral,habari ahsante kwa kuwasiliana nasi pole kwa usumbufu tunaomba kufahamu bado tatizo la kupiga simu linaendelea gl
"Nimekuwa nikiwait for like an hour M-Pesa app kunijibu kuhusu pesa zangu zilizopotea, support yao ni mafala 😡",Negative,"nimekuwa nikiwait for like an hour m-pesa app kunijibu kuhusu pesa zangu zilizopotea, support yao ni mafala"
Big up Airtel Money kwa kuongeza interest rate poa kwa savings nimeokoa kidogooo tu mwezi huu 😊,Positive,big up airtel money kwa kuongeza interest rate poa kwa savings nimeokoa kidogo tu mwezi huu
Uber Kenya support yao ni mbogi ya noma nimetuma complaint mara nne hakuna majibu 😤,Negative,uber kenya support yao ni mbogi ya noma nimetuma complaint mara nne hakuna majibu
That Tala app update ni mzuri sana xasa nina-track expenses zangu rahisi 💪🏾,Positive,that tala app update ni mzuri sana xasa nina-track expenses zangu rahisi
"Kumbe Uber rider amenikataa booking mara tatu, hii ni ya kuninoma 🙄",Negative,"kumbe uber rider amenikataa booking mara tatu, hii ni ya kuninoma"
"Equitel wamesema watafanya maintenance leooo usiku, maybe",Neutral,"equitel wamesema watafanya maintenance leo usiku, maybe"
Little app fare kutoka CBD kwenda Westlands ni around 2k dependiiiiing on traffic,Neutral,little app fare kutoka cbd kwenda westlands ni around 2k depending on traffic
"Bana Airtel network imekufa from yesterday, sina connection kabisa 😤",Negative,"bana airtel network imekufa from yesterday, sina connection kabisa"
"Mbona Telkom network imekufa saa nzima, sina connection kabisa 😤",Negative,"mbona telkom network imekufa saa nzima, sina connection kabisa"
safaricom network speed leo ni kawaida sio mbaya sana,Neutral,safaricom network speed leo ni kawaida sio mbaya sana
"KCB interest ni ok lkn app inalag wakatiii mwingine, sina maoni mengi",Neutral,"kcb interest ni ok lkn app inalag wakati mwingine, sina maoni mengi"
"M-Pesa system imekuwa down for siku tatu, sinaaa access kwa pesa zangu, hii ni ya hovyo",Negative,"m-pesa system imekuwa down for siku tatu, sina access kwa pesa zangu, hii ni ya hovyo"
"That Safaricom 5G speed ni noma kwa maana nzuri, downloads zinaenda fast sana 🎉",Positive,"that safaricom 5g speed ni noma kwa maana nzuri, downloads zinaenda fast sana"
sijui kama little cab ni bora kuliko bolt both have pros and cons,Neutral,sijui kama little cab ni bora kuliko bolt both have pros and cons
"Sijui kama Faras ni bora kuliko Little Cab, both have pros and cons",Neutral,"sijui kama faras ni bora kuliko little cab, both have pros and cons"
"KCB wamenibloki account yangu bila reason, nimepiga customer care mara nne, hii ni noma ya kuniboo 🙄",Negative,"kcb wamenibloki account yangu bila reason, nimepiga customer care mara nne, hii ni noma ya kuniboo"
sasa surge pricing ya little app leo ni wizi wa mchana walinitoza balance yangu extra bila reason 🤦🏾‍♂️,Negative,sasa surge pricing ya little app leo ni wizi wa mchana walinitoza balance yangu extra bila reason
"Great job Uber, charging me surge price for a ride that took two days to even arrive, kazi nzuri sana",Negative,"great job uber, charging me surge price for a ride that took two days to even arrive, kazi nzuri sana"
Nashukuru Telkom kwa bundle offer mpya data ni cheap na fast ✅,Positive,nashukuru telkom kwa bundle offer mpya data ni cheap na fast
Aki Uber Kenya dere amenikataa booking mara tatu hii ni ya kuninoma 😞,Negative,aki uber kenya dere amenikataa booking mara tatu hii ni ya kuninoma
wanakwambia hiviii Usipitwe na muda wa kula bata la uhakika unapotumia au na kuji,Positive,wanakwambia hivi usipitwe na muda wa kula bata la uhakika unapotumia au na kuji
"Yawaaaaa Equitel transaction ilifanikiwa fast leo, pesa zikaingia haraka 💪🏾",Positive,"yawa equitel transaction ilifanikiwa fast leo, pesa zikaingia haraka"
"Hiiii Telkom bundle imeisha haraka ajabu, sina hata habari ya wapi data zinaenda",Negative,"hi telkom bundle imeisha haraka ajabu, sina hata habari ya wapi data zinaenda"
"Wueh Safaricom network imekufa for like an hour, sina connection kabisa 👎🏾",Negative,"wueh safaricom network imekufa for like an hour, sina connection kabisa"
That Equity Bank app update ni legit sasa nina-track expenses zangu rahisi 😊,Positive,that equity bank app update ni legit sasa nina-track expenses zangu rahisi
Kuna mtu amewahiiiii tumia Uber Kenya scheduled rides? Sijui zinafanya kazi vipi,Neutral,kuna mtu amewahi tumia uber kenya scheduled rides? sijui zinafanya kazi vipi
"Hii KCB loaaaan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo",Negative,"hii kcb loan interest si mchezo, wananidunda kabisa kwa hizo fees za hovyo"
Karibu kwenye wikiendi nyingine ya kuelimika na  Tazama ratiba nzima kisha tukutane mapema kesho,Neutral,karibu kwenye wikiendi nyingine ya kuelimika na tazama ratiba nzima kisha tukutane mapema kesho
naona faras na faras fares ni almost same leo sio mbaya sio mzuri,Neutral,naona faras na faras fares ni almost same leo sio mbaya sio mzuri
"Nimeangalia M-Shwari statement, kuna transactions kadhaa sijazifahamu, maybe",Neutral,"nimeangalia m-shwari statement, kuna transactions kadhaa sijazifahamu, maybe"
KCB aaaaapp app down,Negative,kcb app app down
"M-Pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kunichizisha kabisa 😭",Negative,"m-pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kunichizisha kabisa"
great job bolt app charging me surge price for a ride that took since morning to even arrive kazi nzuri sana 🙄😂,Negative,great job bolt app charging me surge price for a ride that took since morning to even arrive kazi nzuri sana
"Nimesubiri Bolt app siku tatu bila dere kupatikana, app inanidunda 😭",Negative,"nimesubiri bolt app siku tatu bila dere kupatikana, app inanidunda"
Ni heshima kubwa kwetu Tutalipa Imani hii kwa kuwafanyia kazi watanzania,Neutral,ni heshima kubwa kwetu tutalipa imani hii kwa kuwafanyia kazi watanzania
"Nimepoteza 2k kwa Tala kwa transaction iliyofail lakini hawajarudisha pesa, support team ni wapuuzi",Negative,"nimepoteza 2k kwa tala kwa transaction iliyofail lakini hawajarudisha pesa, support team ni wapuuzi"
m-pesa app inadunda kila siku sijawahi login bila error hii ni ya kunidunda kabisa 😒,Negative,m-pesa app inadunda kila siku sijawahi login bila error hii ni ya kunidunda kabisa
Faras app imeupdate sijuiiiii kama features mpya ni poa au sio sio mbaya sio mzuri,Neutral,faras app imeupdate sijui kama features mpya ni poa au sio sio mbaya sio mzuri
